,city,destination,city_geo,destination_geo,2017_miles,2017_fare,2017_fare_low,carrier_low_2017,2017_cpm,passengers_2017,2016_miles,2016_fare,2016_fare_low,carrier_low_2016,2016_cpm,passengers_2016,cpm_change,fare_change
10,"Albuquerque, NM","Denver, CO","['(35.084248', ' -106.649241)']","['(39.738453', ' -104.984853)']",349,188.82,$183.89 ,WN,0.5410315186246418,386,349,186.17,$174.36 ,WN,0.5334383954154728,412,0.0142343019820594,0.01423430198205944
11,"Cincinnati, OH","Las Vegas, NV","['(39.104427', ' -84.513808)']","['(36.169202', ' -115.140597)']",1678,147.95,$99.80 ,F9,0.08817044100119188,815,1678,150.92,$107.41 ,F9,0.0899404052443385,718,-0.0196793002915453,-0.019679300291545184
12,"Denver, CO","Milwaukee, WI","['(39.738453', ' -104.984853)']","['(43.041072', ' -87.909421)']",896,153.02,$90.32 ,F9,0.17078125000000002,905,896,160.17,$97.78 ,F9,0.1787611607142857,786,-0.04464006992570367,-0.0446400699257038
13,"Philadelphia, PA","Pittsburgh, PA","['(39.951061', ' -75.16562)']","['(40.442169', ' -79.994945)']",268,307.55,$308.34 ,AA,1.1475746268656717,376,268,309.39,$232.42 ,AA,1.1544402985074627,375,-0.005947186399043215,-0.005947186399043198
14,"New York City, NY (Metropolitan Area)","Palm Springs, CA","['(40.123164', ' -75.333718)']","['(33.830302', ' -116.546843)']",2413,353.16,$262.38 ,B6,0.14635723166183176,224,2413,346.68,$248.72 ,B6,0.14367177786987154,202,0.018691588785046787,0.01869158878504678
15,"Detroit, MI","Las Vegas, NV","['(42.332916', ' -83.047853)']","['(36.169202', ' -115.140597)']",1749,215.13,$126.75 ,NK,0.1230017152658662,1856,1749,186.96,$111.34 ,NK,0.10689536878216124,1986,0.15067394094993566,0.15067394094993575
16,"Amarillo, TX","Dallas/Fort Worth, TX","['(35.207009', ' -101.832013)']","['(40.11086', ' -77.035636)']",323,189.88,$178.96 ,WN,0.5878637770897832,325,323,183.44,$176.73 ,WN,0.5679256965944273,339,0.035106846925425046,0.03510684692542519
17,"Las Vegas, NV","St. Louis, MO","['(36.169202', ' -115.140597)']","['(38.630276', ' -90.200309)']",1371,185.52,$97.28 ,F9,0.1353172866520788,933,1371,179.21,$83.11 ,F9,0.13071480671043034,917,0.035210088722727635,0.03521008872272754
18,"Austin, TX","Dallas/Fort Worth, TX","['(30.264979', ' -97.746598)']","['(40.11086', ' -77.035636)']",190,185.97,$184.64 ,AA,0.9787894736842105,1068,190,172.31,$170.18 ,AA,0.9068947368421053,1149,0.07927572398583944,0.07927572398583946
19,"Chicago, IL","Fort Myers, FL","['(41.775002', ' -87.696388)']","['(40.253979', ' -103.801495)']",1120,177.88,$100.12 ,NK,0.15882142857142856,1809,1120,168.88,$163.20 ,NK,0.15078571428571427,1726,0.05329227854097584,0.05329227854097584
20,"Hartford, CT","Minneapolis/St. Paul, MN","['(41.765775', ' -72.673356)']","['(44.977479', ' -93.264346)']",1050,286.01,$221.43 ,WN,0.2723904761904762,361,1050,289.28,$221.97 ,WN,0.27550476190476186,359,-0.011303926991150322,-0.011303926991150381
21,"Albuquerque, NM","Portland, OR","['(35.084248', ' -106.649241)']","['(45.516018', ' -122.681425)']",1111,243.39,$233.21 ,WN,0.21907290729072906,201,1111,186.25,$180.93 ,WN,0.16764176417641763,256,0.30679194630872486,0.30679194630872475
22,"Miami, FL (Metropolitan Area)","Minneapolis/St. Paul, MN","['(44.977479', ' -93.264346)']","['(44.977479', ' -93.264346)']",1501,205.17,$213.22 ,AA,0.13668887408394403,904,1501,201.97,$197.14 ,AA,0.13455696202531645,904,0.015843937218398826,0.015843937218398715
23,"Omaha, NE","San Francisco, CA (Metropolitan Area)","['(46.07035', ' -93.666319)']","['(37.78008', ' -122.420168)']",1433,244.86,$243.10 ,WN,0.17087229588276345,348,1433,241.58,$91.65 ,WN,0.1685833914863922,347,0.013577282887656264,0.013577282887656267
24,"Hartford, CT","Los Angeles, CA (Metropolitan Area)","['(41.765775', ' -72.673356)']","['(34.052238', ' -118.243344)']",2527,313.41,$290.01 ,WN,0.12402453502176494,598,2527,276.09,$248.70 ,WN,0.10925603482390185,568,0.13517331305009248,0.13517331305009256
25,"Memphis, TN","Philadelphia, PA","['(35.143378', ' -90.052136)']","['(39.951061', ' -75.16562)']",875,298.43,$296.22 ,DL,0.34106285714285717,214,875,273.89,$267.18 ,DL,0.3130171428571428,217,0.08959801380116124,0.08959801380116113
26,"Chicago, IL","Des Moines, IA","['(41.775002', ' -87.696388)']","['(41.588822', ' -93.620309)']",306,266.32,$257.65 ,UA,0.8703267973856209,230,306,220.85,$215.90 ,UA,0.7217320261437908,251,0.20588634820013585,0.20588634820013585
27,"El Paso, TX","Las Vegas, NV","['(31.76006', ' -106.492257)']","['(36.169202', ' -115.140597)']",583,154.8,$83.94 ,G4,0.26552315608919386,360,583,184.95,$193.85 ,G4,0.3172384219554031,276,-0.1630170316301702,-0.1630170316301702
28,"Portland, OR","Tucson, AZ","['(45.516018', ' -122.681425)']","['(35.167852', ' -103.726151)']",1119,188.56,$172.82 ,WN,0.1685075960679178,185,1119,179.47,$160.31 ,WN,0.16038427167113495,187,0.05064913355992646,0.05064913355992647
29,"Boston, MA (Metropolitan Area)","Myrtle Beach, SC","['(42.358894', ' -71.056742)']","['(33.68785', ' -78.883852)']",756,165.28,$111.27 ,NK,0.21862433862433864,323,756,150.43,$102.67 ,NK,0.19898148148148148,329,0.09871701123446128,0.09871701123446117
30,"Boston, MA (Metropolitan Area)","Phoenix, AZ","['(42.358894', ' -71.056742)']","['(30.406931', ' -87.217578)']",2300,286.1,$242.59 ,B6,0.1243913043478261,1414,2300,260.19,$225.93 ,B6,0.11312608695652174,1395,0.0995810753680004,0.0995810753680004
31,"Minneapolis/St. Paul, MN","San Antonio, TX","['(44.977479', ' -93.264346)']","['(29.425173', ' -98.494599)']",1097,287.74,$248.78 ,WN,0.2622971741112124,283,1097,267.34,$199.12 ,WN,0.24370100273473105,286,0.07630732400688274,0.07630732400688275
32,"Los Angeles, CA (Metropolitan Area)","Orlando, FL","['(34.052238', ' -118.243344)']","['(28.538331', ' -81.378879)']",2218,224.23,$112.08 ,F9,0.10109558160504958,3093,2218,227.29,$117.91 ,F9,0.10247520288548241,2774,-0.013462976813762203,-0.013462976813762165
33,"Los Angeles, CA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)","['(34.052238', ' -118.243344)']","['(37.78008', ' -122.420168)']",372,136.39,$138.82 ,WN,0.3666397849462365,22488,372,149.59,$152.57 ,WN,0.40212365591397853,21242,-0.08824119259308799,-0.08824119259308788
34,"Atlanta, GA (Metropolitan Area)","Philadelphia, PA","['(33.748547', ' -84.391502)']","['(39.951061', ' -75.16562)']",666,175.06,$139.47 ,WN,0.26285285285285287,2354,666,146.84,$119.96 ,WN,0.2204804804804805,2605,0.1921819667665486,0.1921819667665486
35,"Las Vegas, NV","Richmond, VA","['(36.169202', ' -115.140597)']","['(37.540759', ' -77.433932)']",2086,302.67,$238.77 ,WN,0.14509587727708534,183,2086,289.22,$241.71 ,WN,0.13864813039309684,189,0.04650439112094601,0.04650439112094595
36,"Detroit, MI","San Diego, CA","['(42.332916', ' -83.047853)']","['(32.71576', ' -117.163817)']",1956,312.4,$265.11 ,WN,0.15971370143149283,529,1956,295.17,$222.75 ,WN,0.15090490797546013,510,0.058373140901852985,0.058373140901853034
37,"Dallas/Fort Worth, TX","San Antonio, TX","['(40.11086', ' -77.035636)']","['(29.425173', ' -98.494599)']",248,185.09,$181.47 ,WN,0.7463306451612903,1326,248,187.2,$184.40 ,WN,0.7548387096774193,1328,-0.01127136752136742,-0.011271367521367443
38,"Dallas/Fort Worth, TX","Portland, OR","['(40.11086', ' -77.035636)']","['(45.516018', ' -122.681425)']",1626,220.92,$184.26 ,AS,0.13586715867158672,836,1626,194.32,$84.76 ,AS,0.1195079950799508,857,0.13688760806916428,0.13688760806916425
39,"Denver, CO","Kansas City, MO","['(39.738453', ' -104.984853)']","['(39.099792', ' -94.578559)']",533,159.86,$89.37 ,F9,0.29992495309568484,1152,533,169.98,$93.23 ,F9,0.3189118198874296,1071,-0.05953641604894672,-0.0595364160489468
40,"Cincinnati, OH","San Francisco, CA (Metropolitan Area)","['(39.104427', ' -84.513808)']","['(37.78008', ' -122.420168)']",2036,233.45,$116.30 ,F9,0.11466110019646365,599,2036,301.11,$128.30 ,F9,0.14789292730844794,401,-0.22470193616950618,-0.22470193616950623
41,"Phoenix, AZ","St. Louis, MO","['(30.406931', ' -87.217578)']","['(38.630276', ' -90.200309)']",1262,207.84,$204.31 ,WN,0.16469096671949288,802,1262,256.55,$253.19 ,WN,0.20328843106180666,639,-0.18986552328980705,-0.18986552328980708
42,"Denver, CO","Madison, WI","['(39.738453', ' -104.984853)']","['(43.073926', ' -89.385244)']",826,169.74,$92.51 ,F9,0.20549636803874094,287,826,208.69,$98.96 ,F9,0.25265133171912835,237,-0.1866404715127701,-0.18664047151277008
43,"Denver, CO","Raleigh/Durham, NC","['(39.738453', ' -104.984853)']","['(42.673348', ' -72.179683)']",1436,219.67,$106.50 ,F9,0.1529735376044568,742,1436,205.25,$98.94 ,F9,0.14293175487465182,730,0.07025578562728366,0.07025578562728374
44,"Fayetteville, AR","New York City, NY (Metropolitan Area)","['(36.061928', ' -94.160583)']","['(40.123164', ' -75.333718)']",1187,279.47,$257.70 ,DL,0.2354422914911542,331,1159,298.02,$289.90 ,DL,0.25713546160483175,316,-0.08436475458610926,-0.062244144688275806
45,"Atlanta, GA (Metropolitan Area)","Minneapolis/St. Paul, MN","['(33.748547', ' -84.391502)']","['(44.977479', ' -93.264346)']",907,211.0,$125.08 ,WN,0.2326350606394708,1484,907,226.3,$129.39 ,WN,0.24950385887541346,1386,-0.06760936809544854,-0.06760936809544857
46,"Los Angeles, CA (Metropolitan Area)","Philadelphia, PA","['(34.052238', ' -118.243344)']","['(39.951061', ' -75.16562)']",2402,316.89,$146.13 ,NK,0.13192756036636136,2320,2402,282.61,$221.31 ,NK,0.11765611990008328,2259,0.12129790170199196,0.12129790170199205
47,"Denver, CO","San Diego, CA","['(39.738453', ' -104.984853)']","['(32.71576', ' -117.163817)']",853,148.55,$84.69 ,F9,0.17415005861664715,1879,853,157.07,$95.06 ,F9,0.18413833528722157,1777,-0.05424333099891755,-0.054243330998917566
48,"Chicago, IL","El Paso, TX","['(41.775002', ' -87.696388)']","['(31.76006', ' -106.492257)']",1237,274.59,$236.78 ,WN,0.22198059822150362,221,1237,281.51,$233.56 ,WN,0.22757477768795473,237,-0.02458172000994642,-0.024581720009946417
49,"Salt Lake City, UT","Washington, DC (Metropolitan Area)","['(40.758478', ' -111.888142)']","['(38.892062', ' -77.019912)']",1865,309.85,$282.45 ,WN,0.16613941018766756,1053,1865,304.93,$252.30 ,WN,0.16350134048257373,1019,0.016134850621454127,0.016134850621454155
50,"Los Angeles, CA (Metropolitan Area)","St. Louis, MO","['(34.052238', ' -118.243344)']","['(38.630276', ' -90.200309)']",1592,259.46,$246.81 ,WN,0.16297738693467334,1241,1592,240.35,$227.06 ,WN,0.15097361809045226,1329,0.07950904930309947,0.07950904930309959
51,"Charlotte, NC","San Antonio, TX","['(35.222936', ' -80.840161)']","['(29.425173', ' -98.494599)']",1095,270.05,$263.15 ,DL,0.24662100456621006,246,1095,272.45,$229.04 ,DL,0.24881278538812784,239,-0.00880895577170115,-0.008808955771701146
52,"Denver, CO","New York City, NY (Metropolitan Area)","['(39.738453', ' -104.984853)']","['(40.123164', ' -75.333718)']",1659,251.36,$217.58 ,WN,0.15151295961422545,4156,1659,249.75,$208.35 ,WN,0.15054249547920434,3870,0.00644644644644653,0.006446446446446501
53,"Cleveland, OH (Metropolitan Area)","Nashville, TN","['(41.505546', ' -81.6915)']","['(36.166687', ' -86.779932)']",448,189.59,$175.31 ,WN,0.4231919642857143,392,448,163.58,$153.09 ,WN,0.3651339285714286,430,0.15900476830908417,0.15900476830908417
54,"Birmingham, AL","Los Angeles, CA (Metropolitan Area)","['(33.522859', ' -86.807705)']","['(34.052238', ' -118.243344)']",1815,337.39,$277.94 ,WN,0.18588980716253442,238,1815,320.74,$278.33 ,WN,0.17671625344352618,229,0.051911205337656544,0.0519112053376566
55,"Dallas/Fort Worth, TX","San Diego, CA","['(40.11086', ' -77.035636)']","['(32.71576', ' -117.163817)']",1182,192.75,$193.93 ,WN,0.16307106598984772,1682,1182,157.37,$152.36 ,WN,0.1331387478849408,1694,0.22482048675096897,0.22482048675096902
56,"Atlanta, GA (Metropolitan Area)","Detroit, MI","['(33.748547', ' -84.391502)']","['(42.332916', ' -83.047853)']",594,187.54,$83.99 ,NK,0.3157239057239057,1777,594,199.97,$85.21 ,NK,0.33664983164983164,1651,-0.06215932389858489,-0.06215932389858482
57,"Latrobe, PA","Orlando, FL","['(40.318276', ' -79.381082)']","['(28.538331', ' -81.378879)']",823,80.96,$80.96 ,NK,0.09837181044957471,185,823,81.61,$81.61 ,NK,0.09916160388821385,185,-0.007964710207082573,-0.007964710207082535
58,"Oklahoma City, OK","Washington, DC (Metropolitan Area)","['(35.468494', ' -97.521264)']","['(38.892062', ' -77.019912)']",1180,281.3,$249.65 ,WN,0.2383898305084746,433,1180,258.32,$233.08 ,WN,0.21891525423728814,456,0.08895943016413757,0.08895943016413757
59,"Phoenix, AZ","Pittsburgh, PA","['(30.406931', ' -87.217578)']","['(40.442169', ' -79.994945)']",1814,262.26,$242.41 ,WN,0.1445755237045204,425,1814,278.22,$258.40 ,WN,0.15337375964718855,392,-0.05736467543670487,-0.05736467543670489
60,"Dallas/Fort Worth, TX","Louisville, KY","['(40.11086', ' -77.035636)']","['(38.256078', ' -85.751569)']",733,302.77,$233.35 ,UA,0.41305593451568895,301,733,284.0,$242.97 ,UA,0.3874488403819918,310,0.06609154929577472,0.06609154929577458
61,"Chicago, IL","Memphis, TN","['(41.775002', ' -87.696388)']","['(35.143378', ' -90.052136)']",491,205.01,$162.09 ,WN,0.4175356415478615,579,491,195.61,$163.55 ,WN,0.3983910386965377,584,0.048054802924185805,0.04805480292418576
62,"Chicago, IL","Sacramento, CA","['(41.775002', ' -87.696388)']","['(38.582087', ' -121.50012)']",1790,249.75,$233.53 ,AA,0.13952513966480448,706,1790,304.14,$279.73 ,AA,0.16991061452513967,496,-0.17883211678832112,-0.17883211678832114
63,"Chicago, IL","St. Louis, MO","['(41.775002', ' -87.696388)']","['(38.630276', ' -90.200309)']",258,199.36,$192.20 ,WN,0.7727131782945736,1193,258,191.05,$179.66 ,WN,0.7405038759689923,1250,0.043496466893483375,0.04349646689348339
64,"Myrtle Beach, SC","Philadelphia, PA","['(33.68785', ' -78.883852)']","['(39.951061', ' -75.16562)']",473,133.9,$80.91 ,NK,0.2830866807610994,218,473,118.97,$80.47 ,NK,0.25152219873150106,236,0.12549382197192577,0.12549382197192577
65,"Denver, CO","Los Angeles, CA (Metropolitan Area)","['(39.738453', ' -104.984853)']","['(34.052238', ' -118.243344)']",862,149.32,$157.83 ,WN,0.17322505800464036,5853,862,155.18,$84.82 ,WN,0.1800232018561485,5430,-0.03776259827297347,-0.03776259827297341
66,"Birmingham, AL","Orlando, FL","['(33.522859', ' -86.807705)']","['(28.538331', ' -81.378879)']",479,190.84,$179.36 ,WN,0.3984133611691023,365,479,174.12,$167.31 ,WN,0.36350730688935284,393,0.09602572938203534,0.09602572938203537
